example ID,text,respondent,sex,year of birth,language,language group,education,comments,non-standard government,selecting predicate,type of speaker,context type,toponym/year,initial phoneme,omitted,preposition,preposition_eng,PP
1,2013-Megeb-2,shangoda.мегеб.syn-116,f,1936,Mehweb Dargwa,Dargwa,higher education,,,,,spatial,,consonant,,на,na 'on(to)',на базар
2,2013-Megeb-2,shangoda.мегеб.syn-116,f,1936,Mehweb Dargwa,Dargwa,higher education,,,,,other,,consonant,,у,u 'at',у нас
3,2013-Megeb-2,shangoda.мегеб.syn-116,f,1936,Mehweb Dargwa,Dargwa,higher education,,,,,other,,consonant,,за,za 'behind; for',за трудодни
4,2013-Megeb-2,shangoda.мегеб.syn-116,f,1936,Mehweb Dargwa,Dargwa,higher education,,,,,other,,consonant,,за,za 'behind; for',за трудодни
5,2013-Megeb-2,shangoda.мегеб.syn-116,f,1936,Mehweb Dargwa,Dargwa,higher education,,,,,spatial,,consonant,,на,na 'on(to)',на базар
6,2013-Megeb-2,shangoda.мегеб.syn-116,f,1936,Mehweb Dargwa,Dargwa,higher education,,,,,other,,consonant,,на,na 'on(to)',на машинах
7,2013-Megeb-2,shangoda.мегеб.syn-116,f,1936,Mehweb Dargwa,Dargwa,higher education,,,,,spatial,toponym,consonant,,в,v 'in(to)',в Гуниб
8,2013-Megeb-2,shangoda.мегеб.syn-116,f,1936,Mehweb Dargwa,Dargwa,higher education,,,,,spatial,toponym,consonant,,в,v 'in(to)',в Гуниб
9,2013-Megeb-2,shangoda.мегеб.syn-116,f,1936,Mehweb Dargwa,Dargwa,higher education,,,,,other,,consonant,,у,u 'at',у кого
10,2013-Megeb-2,shangoda.мегеб.syn-116,f,1936,Mehweb Dargwa,Dargwa,higher education,,,,,spatial,toponym,consonant,,через,čerez 'via/through',через Чох
11,2013-Megeb-2,shangoda.мегеб.syn-116,f,1936,Mehweb Dargwa,Dargwa,higher education,,,,,spatial,toponym,consonant,,до,"do 'up to, until'",до Кумуха
12,2013-Megeb-2,shangoda.мегеб.syn-116,f,1936,Mehweb Dargwa,Dargwa,higher education,,,,,other,,consonant,,у,u 'at',у нас
13,2013-Megeb-2,shangoda.мегеб.syn-116,f,1936,Mehweb Dargwa,Dargwa,higher education,,,,,spatial,toponym,consonant,,в,v 'in(to)',в Кумухе
1207,2010-Archib-1,archib.арчиб.add.syn-1,f,1965,Archi,Lezgic,higher education,,в данном случае,,,temporal,,consonant,да,в,v 'in(to)',данный случай
14,2013-Megeb-2,shangoda.мегеб.syn-116,f,1936,Mehweb Dargwa,Dargwa,higher education,,,,,spatial,,consonant,,в,v 'in(to)',в наших магазинах
15,2013-Megeb-2,shangoda.мегеб.syn-116,f,1936,Mehweb Dargwa,Dargwa,higher education,,,,,spatial,toponym,vowel,,в,v 'in(to)',в Олоне
16,2013-Megeb-2,shangoda.мегеб.syn-116,f,1936,Mehweb Dargwa,Dargwa,higher education,,,,,spatial,,consonant,,в,v 'in(to)',в села Гунибского района
17,2013-Megeb-2,shangoda.мегеб.syn-116,f,1936,Mehweb Dargwa,Dargwa,higher education,,,,,spatial,toponym,consonant,,в,v 'in(to)',в Салта
1214,2010-Archib-1,archib.арчиб.add.syn-1,f,1965,Archi,Lezgic,higher education,,,,,temporal,temp_point,consonant,да,в,v 'in(to)',тысяча девятьсот девяносто втором году
18,2013-Megeb-2,shangoda.мегеб.syn-116,f,1936,Mehweb Dargwa,Dargwa,higher education,,,,,spatial,toponym,consonant,да,в,v 'in(to)',Кегер
19,2013-Megeb-2,shangoda.мегеб.syn-116,f,1936,Mehweb Dargwa,Dargwa,higher education,,,,,spatial,toponym,consonant,да,в,v 'in(to)',Гуниб
20,2013-Megeb-2,shangoda.мегеб.syn-116,f,1936,Mehweb Dargwa,Dargwa,higher education,,,,,spatial,,consonant,,из,"iz 'from, of'",из села
21,2013-Megeb-2,shangoda.мегеб.syn-116,f,1936,Mehweb Dargwa,Dargwa,higher education,,,,,spatial,,consonant,,из,"iz 'from, of'",из лахского села
22,2013-Megeb-2,shangoda.мегеб.syn-116,f,1936,Mehweb Dargwa,Dargwa,higher education,,,,,other,,vowel,,на,na 'on(to)',на этом
23,2013-Megeb-2,shangoda.мегеб.syn-116,f,1936,Mehweb Dargwa,Dargwa,higher education,,,,,spatial,,vowel,,на,na 'on(to)',на этой горе
24,2013-Megeb-2,shangoda.мегеб.syn-116,f,1936,Mehweb Dargwa,Dargwa,higher education,,,,,other,,consonant,,в,v 'in(to)',в подарок
25,2013-Megeb-2,shangoda.мегеб.syn-116,f,1936,Mehweb Dargwa,Dargwa,higher education,,,,,spatial,,consonant,,из,"iz 'from, of'",из нашего
26,2013-Megeb-2,shangoda.мегеб.syn-116,f,1936,Mehweb Dargwa,Dargwa,higher education,,,,,spatial,toponym,consonant,,из,"iz 'from, of'",из Дагестана
27,2013-Megeb-2,shangoda.мегеб.syn-116,f,1936,Mehweb Dargwa,Dargwa,higher education,,,,,other,,consonant,,от,ot 'from',от тоски
28,2013-Megeb-2,shangoda.мегеб.syn-116,f,1936,Mehweb Dargwa,Dargwa,higher education,,,,,other,,consonant,,у,u 'at',у ней
29,2013-Megeb-2,shangoda.мегеб.syn-116,f,1936,Mehweb Dargwa,Dargwa,higher education,,,,,other,,consonant,,к,k 'to',к нам
30,2013-Megeb-2,shangoda.мегеб.syn-116,f,1936,Mehweb Dargwa,Dargwa,higher education,,,,,spatial,toponym,consonant,,из,"iz 'from, of'",из Гунибского района
31,2013-Megeb-2,shangoda.мегеб.syn-116,f,1936,Mehweb Dargwa,Dargwa,higher education,,,,,other,,consonant,,у,u 'at',у них
32,2013-Megeb-2,shangoda.мегеб.syn-116,f,1936,Mehweb Dargwa,Dargwa,higher education,,,,,other,,vowel,,за,za 'behind; for',за этим
33,2013-Megeb-2,shangoda.мегеб.syn-116,f,1936,Mehweb Dargwa,Dargwa,higher education,,,,,other,,vowel,,из-за,iz-za 'due to',из-за этих вещей
34,2013-Megeb-2,shangoda.мегеб.syn-116,f,1936,Mehweb Dargwa,Dargwa,higher education,,,,,other,,consonant,,в,v 'in(to)',в бедности
35,2013-Megeb-2,shangoda.мегеб.syn-116,f,1936,Mehweb Dargwa,Dargwa,higher education,,,,,spatial,,vowel,,в,v 'in(to)',в эти богатые чеченские села
36,2013-Megeb-2,shangoda.мегеб.syn-116,f,1936,Mehweb Dargwa,Dargwa,higher education,,,,,spatial,,vowel,,в,v 'in(to)',в это
37,2013-Megeb-2,shangoda.мегеб.syn-116,f,1936,Mehweb Dargwa,Dargwa,higher education,,,,,other,,consonant,,с,s ‘with/from/off’,с детьми
38,2013-Megeb-2,shangoda.мегеб.syn-116,f,1936,Mehweb Dargwa,Dargwa,higher education,,,,,spatial,,vowel,,на,na 'on(to)',на этой горе
39,2013-Megeb-2,shangoda.мегеб.syn-116,f,1936,Mehweb Dargwa,Dargwa,higher education,,,,,spatial,toponym,consonant,,из,"iz 'from, of'",из Шитлиба
40,2013-Megeb-2,shangoda.мегеб.syn-116,f,1936,Mehweb Dargwa,Dargwa,higher education,,,,,other,,consonant,,к,k 'to',к нам
41,2013-Megeb-2,shangoda.мегеб.syn-116,f,1936,Mehweb Dargwa,Dargwa,higher education,,,,,spatial,toponym,vowel,,из,"iz 'from, of'",из Эбоха
42,2013-Megeb-2,shangoda.мегеб.syn-116,f,1936,Mehweb Dargwa,Dargwa,higher education,,,,,other,,vowel,,в,v 'in(to)',в этих старших классах
43,2013-Megeb-2,shangoda.мегеб.syn-116,f,1936,Mehweb Dargwa,Dargwa,higher education,,,,,temporal,,vowel,,на,na 'on(to)',на уроках русского языка и математики
44,2013-Megeb-2,shangoda.мегеб.syn-116,f,1936,Mehweb Dargwa,Dargwa,higher education,,,,,other,,consonant,,с,s ‘with/from/off’,с чем-то
45,2013-Megeb-2,shangoda.мегеб.syn-116,f,1936,Mehweb Dargwa,Dargwa,higher education,,,,,spatial,institution,consonant,,в,v 'in(to)',в мед.институте
51,2010-Shalib-1,archib.шалиб.syn-40,f,1942,Lak,Lak,secondary education,,,,,spatial,toponym,consonant,,в,v 'in(to)',в Чародинском районе
46,2013-Megeb-2,shangoda.мегеб.syn-116,f,1936,Mehweb Dargwa,Dargwa,higher education,,,,,spatial,institution,consonant,,в,v 'in(to)',в пед. институте
52,2010-Shalib-1,archib.шалиб.syn-40,f,1942,Lak,Lak,secondary education,,,поехали,,spatial/temporal,institution,vowel,да,в,v 'in(to)',в армию
54,2010-Shalib-1,archib.шалиб.syn-40,f,1942,Lak,Lak,secondary education,,,,,spatial,toponym,consonant,да,в,v 'in(to)',в Дусрахе
843,2009-Khiv-2,arhit.хив.26,m,1920,Tabasaran,Lezgic,secondary specialized education,,,,,temporal,,consonant,да,в,v 'in(to)',в какое время
53,2010-Shalib-1,archib.шалиб.syn-40,f,1942,Lak,Lak,secondary education,,,,,other,,consonant,,у,u 'at',у нашего гостя
56,2010-Shalib-1,archib.шалиб.syn-40,f,1942,Lak,Lak,secondary education,,,,,spatial,toponym,vowel,да,в,v 'in(to)',в Азербайджанах
59,2010-Shalib-1,archib.шалиб.syn-40,f,1942,Lak,Lak,secondary education,в расшифровке предлог опущен,,,,spatial,toponym,consonant,,в,v 'in(to)',в Махачкале
913,2016-Kina-5,kina.кина.нд40,m,1950,Rutul,Lezgic,higher education,на?,,,all prepositions,spatial,,consonant,да,на,na 'on(to)',"горных этих, склонах"
67,2010-Shalib-1,archib.шалиб.syn-40,f,1942,Lak,Lak,secondary education,,,посылали,,spatial,,consonant,да,в,v 'in(to)',в кутан
57,2010-Shalib-1,archib.шалиб.syn-40,f,1942,Lak,Lak,secondary education,,,,,other,,consonant,,от,ot 'from',от них
58,2010-Shalib-1,archib.шалиб.syn-40,f,1942,Lak,Lak,secondary education,,,,,other,,consonant,,у,u 'at',у меня
70,2010-Shalib-1,archib.шалиб.syn-40,f,1942,Lak,Lak,secondary education,,,посылали,,spatial,,consonant,да,в,v 'in(to)',в кутан
60,2010-Shalib-1,archib.шалиб.syn-40,f,1942,Lak,Lak,secondary education,,,,,other,,consonant,,у,u 'at',у меня
71,2010-Shalib-1,archib.шалиб.syn-40,f,1942,Lak,Lak,secondary education,,,,,spatial,,consonant,да,в,v 'in(to)',в кутаны
62,2010-Shalib-1,archib.шалиб.syn-40,f,1942,Lak,Lak,secondary education,,,лежать,,spatial,,consonant,,около,okolo 'near',около матери
74,2010-Shalib-1,archib.шалиб.syn-40,f,1942,Lak,Lak,secondary education,,,приезжай,,spatial,toponym,consonant,,в,v 'in(to)',в Махачкалу
64,2010-Shalib-1,archib.шалиб.syn-40,f,1942,Lak,Lak,secondary education,,,,,spatial,,consonant,,за,za 'behind; for',за сеткой
80,2010-Shalib-1,archib.шалиб.syn-40,f,1942,Lak,Lak,secondary education,,,,,spatial,toponym,consonant,да,в,v 'in(to)',в Махачкале
844,2009-Khiv-2,arhit.хив.26,m,1920,Tabasaran,Lezgic,secondary specialized education,,,,,temporal,,consonant,да,в,v 'in(to)',в Какое время
834,2009-Khiv-2,arhit.хив.26,m,1920,Tabasaran,Lezgic,secondary specialized education,,,,,temporal,temp_point,consonant,да,с,s ‘with/from/off’,с тридцать четвертого
68,2010-Shalib-1,archib.шалиб.syn-40,f,1942,Lak,Lak,secondary education,,,,,other,,consonant,,с,s ‘with/from/off’,со мной
96,2010-Shalib-1,archib.шалиб.syn-40,f,1942,Lak,Lak,secondary education,,,забрали,,spatial/temporal,institution,vowel,да,в,v 'in(to)',в армию
97,2010-Shalib-1,archib.шалиб.syn-40,f,1942,Lak,Lak,secondary education,,,,,spatial/temporal,institution,vowel,да,в,v 'in(to)',в армию
47,2013-Megeb-2,shangoda.мегеб.syn-116,f,1936,Mehweb Dargwa,Dargwa,higher education,,,,,spatial,toponym,consonant,,в,v 'in(to)',в Ленинграде
72,2010-Shalib-1,archib.шалиб.syn-40,f,1942,Lak,Lak,secondary education,,,,,other,,consonant,,у,u 'at',у нас
73,2010-Shalib-1,archib.шалиб.syn-40,f,1942,Lak,Lak,secondary education,,,иди,,other,,consonant,,к,k 'to',к черту
835,2009-Khiv-2,arhit.хив.26,m,1920,Tabasaran,Lezgic,secondary specialized education,,,,,temporal,temp_point,consonant,,по,po 'along/about/up to',по тридцать восьмой год
48,2013-Megeb-2,shangoda.мегеб.syn-116,f,1936,Mehweb Dargwa,Dargwa,higher education,,,,,spatial,toponym,consonant,,в,v 'in(to)',в Махачкале
49,2013-Megeb-2,shangoda.мегеб.syn-116,f,1936,Mehweb Dargwa,Dargwa,higher education,,,,,temporal,,consonant,,после,posle 'after',после меня
77,2010-Shalib-1,archib.шалиб.syn-40,f,1942,Lak,Lak,secondary education,,,,,other,,consonant,,у,u 'at',у нас
78,2010-Shalib-1,archib.шалиб.syn-40,f,1942,Lak,Lak,secondary education,,,,,other,,consonant,,у,u 'at',у нас
79,2010-Shalib-1,archib.шалиб.syn-40,f,1942,Lak,Lak,secondary education,,,,,other,,consonant,,у,u 'at',у нас
842,2009-Khiv-2,arhit.хив.26,m,1920,Tabasaran,Lezgic,secondary specialized education,,,,,temporal,,vowel,,в,v 'in(to)',в это время
81,2010-Shalib-1,archib.шалиб.syn-40,f,1942,Lak,Lak,secondary education,,,работала,,spatial,institution,consonant,,на,na 'on(to)',на хлебозаводе
82,2010-Shalib-1,archib.шалиб.syn-40,f,1942,Lak,Lak,secondary education,,,,,other,,consonant,,от,ot 'from',от вот это читтабского аварца
83,2010-Shalib-1,archib.шалиб.syn-40,f,1942,Lak,Lak,secondary education,,,,,other,,consonant,,для,dlja 'for',для себя
84,2010-Shalib-1,archib.шалиб.syn-40,f,1942,Lak,Lak,secondary education,,,беру,,other,,consonant,,с,s ‘with/from/off’,с собой
803,2009-Khiv-2,arhit.хив.26,m,1920,Tabasaran,Lezgic,secondary specialized education,,,,,temporal,temp_point,consonant,да,в,v 'in(to)',в тридцать пятом году
86,2010-Shalib-1,archib.шалиб.syn-40,f,1942,Lak,Lak,secondary education,,,,,other,,consonant,,к,k 'to',к нам
87,2010-Shalib-1,archib.шалиб.syn-40,f,1942,Lak,Lak,secondary education,,,,,other,,consonant,,у,u 'at',у кого
809,2009-Khiv-2,arhit.хив.26,m,1920,Tabasaran,Lezgic,secondary specialized education,,,,,temporal,temp_point,consonant,да,в,v 'in(to)',в Четырнадцатом году
89,2010-Shalib-1,archib.шалиб.syn-40,f,1942,Lak,Lak,secondary education,,,,,other,,consonant,,у,u 'at',у нас
90,2010-Shalib-1,archib.шалиб.syn-40,f,1942,Lak,Lak,secondary education,,,,,other,,consonant,,у,u 'at',у него
810,2009-Khiv-2,arhit.хив.26,m,1920,Tabasaran,Lezgic,secondary specialized education,,,,,temporal,temp_point,consonant,да,в,v 'in(to)',в Четырнадцатом году
92,2010-Shalib-1,archib.шалиб.syn-40,f,1942,Lak,Lak,secondary education,,,,,temporal,,vowel,,при,pri 'under/during',при его жизни
93,2010-Shalib-1,archib.шалиб.syn-40,f,1942,Lak,Lak,secondary education,,yes,,,temporal,,consonant,,по,po 'along/about/up to',по четыре класс
94,2010-Shalib-1,archib.шалиб.syn-40,f,1942,Lak,Lak,secondary education,,,,,temporal,,vowel,,при,pri 'under/during',при его жизни
811,2009-Khiv-2,arhit.хив.26,m,1920,Tabasaran,Lezgic,secondary specialized education,,,,,temporal,temp_point,consonant,да,в,v 'in(to)',в тысяча девятьсот четырнадцатом году
845,2009-Khiv-2,arhit.хив.26,m,1920,Tabasaran,Lezgic,secondary specialized education,,,,,temporal,temp_point,consonant,да,в,v 'in(to)',в Шестьдесят девятом
91,2010-Shalib-1,archib.шалиб.syn-40,f,1942,Lak,Lak,secondary education,,,умер,,temporal,,consonant,да,в,v 'in(to)',в семьдесят шесть лет
98,2010-Shalib-1,archib.шалиб.syn-40,f,1942,Lak,Lak,secondary education,,,поехал,,spatial,,consonant,,до,"do 'up to, until'",до района
99,2010-Shalib-1,archib.шалиб.syn-40,f,1942,Lak,Lak,secondary education,,,,,other,,consonant,,за,za 'behind; for',за баранами
100,2010-Shalib-1,archib.шалиб.syn-40,f,1942,Lak,Lak,secondary education,из-за?,,,,other,,vowel,,за,za 'behind; for',за этой причины
836,2009-Khiv-2,arhit.хив.26,m,1920,Tabasaran,Lezgic,secondary specialized education,потому что повтор?,,,,other,,consonant,да,про,pro 'about',про Моих родителей
801,2009-Khiv-2,arhit.хив.26,m,1920,Tabasaran,Lezgic,secondary specialized education,,,поехал,,spatial,toponym,consonant,да,в,v 'in(to)',в селение Тыниц
802,2009-Khiv-2,arhit.хив.26,m,1920,Tabasaran,Lezgic,secondary specialized education,,,учился,,spatial,toponym,consonant,да,в,v 'in(to)',в селении Тыниц
805,2009-Khiv-2,arhit.хив.26,m,1920,Tabasaran,Lezgic,secondary specialized education,,,,,spatial/temporal,institution,consonant,,в,v 'in(to)',в школе
1494,2012-Jangikent-5,yangikent.янгикент.41.,f,1940,Kumyk,Turkic,higher education,,,доносили,,other,,consonant,да,на,na 'on(to)',друг на друга
153,2013-Megeb-4,shangoda.мегеб.syn-139,m,1948,Mehweb Dargwa,Dargwa,higher education,,,идти,,other,,consonant,,на,na 'on(to)',на выборы
66,2010-Shalib-1,archib.шалиб.syn-40,f,1942,Lak,Lak,secondary education,,,,all prepositions,temporal,temp_point,consonant,да,с,s ‘with/from/off’,с шиисят{шестьдесят*} третьего года
808,2009-Khiv-2,arhit.хив.26,m,1920,Tabasaran,Lezgic,secondary specialized education,,,,,spatial/temporal,institution,vowel,,в,v 'in(to)',В интернате
820,2009-Khiv-2,arhit.хив.26,m,1920,Tabasaran,Lezgic,secondary specialized education,,,поехал,,spatial,toponym,consonant,да,в,v 'in(to)',Табасаранский район
821,2009-Khiv-2,arhit.хив.26,m,1920,Tabasaran,Lezgic,secondary specialized education,,,,,spatial,toponym,consonant,,в,v 'in(to)',в Дербент
2390,2015-Rikvani-1,rikvani.риквани.ск23,m,1946,Andi,Avar-Andi,higher education,citation form/identity,,,,spatial,,consonant,да,на,na 'on(to)',кизлярские пастбища
822,2009-Khiv-2,arhit.хив.26,m,1920,Tabasaran,Lezgic,secondary specialized education,,,,,spatial,institution,consonant,,в,v 'in(to)',в сельскохозяйственный техникум
823,2009-Khiv-2,arhit.хив.26,m,1920,Tabasaran,Lezgic,secondary specialized education,,,,,spatial,toponym,consonant,,в,v 'in(to)',в Тыниц
828,2009-Khiv-2,arhit.хив.26,m,1920,Tabasaran,Lezgic,secondary specialized education,,,поступил,,spatial/temporal,institution,consonant,,в,v 'in(to)',в сельскохозяйственный техникум
829,2009-Khiv-2,arhit.хив.26,m,1920,Tabasaran,Lezgic,secondary specialized education,,,,,spatial,toponym,consonant,,в,v 'in(to)',в Дербенте
832,2009-Khiv-2,arhit.хив.26,m,1920,Tabasaran,Lezgic,secondary specialized education,,,работал,,spatial,toponym,vowel,,в,v 'in(to)',в Агульском районе
2162,2018-Tukita-3,karata.тукита.кф15,m,1940,Tokita,Avar-Andi,higher education,,,,,spatial,,consonant,да,на,na 'on(to)',кладбище
833,2009-Khiv-2,arhit.хив.26,m,1920,Tabasaran,Lezgic,secondary specialized education,,,работал,,spatial,toponym,vowel,,в,v 'in(to)',в Агульском районе
838,2009-Khiv-2,arhit.хив.26,m,1920,Tabasaran,Lezgic,secondary specialized education,,,,,spatial,,consonant,,в,v 'in(to)',в нашем селении
847,2009-Khiv-2,arhit.хив.26,m,1920,Tabasaran,Lezgic,secondary specialized education,,,,,spatial,toponym,consonant,,в,v 'in(to)',В Хиве
804,2009-Khiv-2,arhit.хив.26,m,1920,Tabasaran,Lezgic,secondary specialized education,,,,,other,,consonant,,у,u 'at',у меня
806,2009-Khiv-2,arhit.хив.26,m,1920,Tabasaran,Lezgic,secondary specialized education,,,,,other,,consonant,,на,na 'on(to)',На русском языке
807,2009-Khiv-2,arhit.хив.26,m,1920,Tabasaran,Lezgic,secondary specialized education,,,,,other,,consonant,,на,na 'on(to)',На русском языке
1381,2010-Archib-2,archib.арчиб.syn-107,m,1940,Archi,Lezgic,higher education,,,,,temporal,temp_point,consonant,да,в,v 'in(to)',Девятых.. шестидесятых
1385,2010-Archib-2,archib.арчиб.syn-107,m,1940,Archi,Lezgic,higher education,,,,,temporal,temp_point,consonant,да,в,v 'in(to)',шестидесятых годах
812,2009-Khiv-2,arhit.хив.26,m,1920,Tabasaran,Lezgic,secondary specialized education,,,преподавали,,other,,consonant,,на,na 'on(to)',на табасаранском языке
813,2009-Khiv-2,arhit.хив.26,m,1920,Tabasaran,Lezgic,secondary specialized education,,,преподавали,,other,,vowel,,на,na 'on(to)',на азербайджанском языке
814,2009-Khiv-2,arhit.хив.26,m,1920,Tabasaran,Lezgic,secondary specialized education,,,,,other,,consonant,,на,na 'on(to)',На лезгинском языке
815,2009-Khiv-2,arhit.хив.26,m,1920,Tabasaran,Lezgic,secondary specialized education,,,,,other,,vowel,,на,na 'on(to)',на азербайджанском
816,2009-Khiv-2,arhit.хив.26,m,1920,Tabasaran,Lezgic,secondary specialized education,,,,,other,,vowel,,на,na 'on(to)',на азербайджанском
817,2009-Khiv-2,arhit.хив.26,m,1920,Tabasaran,Lezgic,secondary specialized education,,,,,other,,vowel,,на,na 'on(to)',на азербайджанском
1386,2010-Archib-2,archib.арчиб.syn-107,m,1940,Archi,Lezgic,higher education,,,,,temporal,temp_point,consonant,да,в,v 'in(to)',шестьдесят седьмом году
237,2018-Tlibisho-1,karata.тлибишо.нд22,f,1937,Bagvalal,Avar-Andi,secondary specialized education,,,женился,,other,,consonant,,на,na 'on(to)',на каратинке
818,2009-Khiv-2,arhit.хив.26,m,1920,Tabasaran,Lezgic,secondary specialized education,,,,,other,,consonant,,на,na 'on(to)',на… своём языке
151,2013-Megeb-4,shangoda.мегеб.syn-139,m,1948,Mehweb Dargwa,Dargwa,higher education,,,,,spatial,,vowel,,в,v 'in(to)',в этих... крайновских землях
152,2013-Megeb-4,shangoda.мегеб.syn-139,m,1948,Mehweb Dargwa,Dargwa,higher education,,,,,spatial,,consonant,,в,v 'in(to)',в селении
158,2013-Megeb-4,shangoda.мегеб.syn-139,m,1948,Mehweb Dargwa,Dargwa,higher education,,,,,spatial,institution,consonant,,в,v 'in(to)',в школе
819,2009-Khiv-2,arhit.хив.26,m,1920,Tabasaran,Lezgic,secondary specialized education,,,,,other,,consonant,,на,na 'on(to)',На табасаранском
824,2009-Khiv-2,arhit.хив.26,m,1920,Tabasaran,Lezgic,secondary specialized education,,,учился,,other,,vowel,,на,na 'on(to)',на азербайджанском языке
825,2009-Khiv-2,arhit.хив.26,m,1920,Tabasaran,Lezgic,secondary specialized education,,,,,other,,consonant,,на,na 'on(to)',на русском языке
168,2013-Megeb-4,shangoda.мегеб.syn-139,m,1948,Mehweb Dargwa,Dargwa,higher education,,,,,spatial,toponym,consonant,,в,v 'in(to)',в Гунибе
826,2009-Khiv-2,arhit.хив.26,m,1920,Tabasaran,Lezgic,secondary specialized education,,,писать,,other,,vowel,,на,na 'on(to)',на азербайджанском языке
170,2013-Megeb-4,shangoda.мегеб.syn-139,m,1948,Mehweb Dargwa,Dargwa,higher education,,,,,spatial,institution,vowel,,в,v 'in(to)',в управлении образованиям
827,2009-Khiv-2,arhit.хив.26,m,1920,Tabasaran,Lezgic,secondary specialized education,,,,,other,,consonant,,у,u 'at',у них
172,2013-Megeb-4,shangoda.мегеб.syn-139,m,1948,Mehweb Dargwa,Dargwa,higher education,,,,,spatial,institution,vowel,,в,v 'in(to)',в архивах министерства образования
173,2013-Megeb-4,shangoda.мегеб.syn-139,m,1948,Mehweb Dargwa,Dargwa,higher education,,,отправляем,,spatial,institution,consonant,,в,v 'in(to)',в министерство образования
830,2009-Khiv-2,arhit.хив.26,m,1920,Tabasaran,Lezgic,secondary specialized education,,,,,other,,consonant,,на,na 'on(to)',на русском языке
175,2013-Megeb-4,shangoda.мегеб.syn-139,m,1948,Mehweb Dargwa,Dargwa,higher education,,,,,spatial,,vowel,,в,v 'in(to)',в остальных селениях
831,2009-Khiv-2,arhit.хив.26,m,1920,Tabasaran,Lezgic,secondary specialized education,,,,,other,,consonant,,на,na 'on(to)',на русском языке
179,2013-Megeb-4,shangoda.мегеб.syn-139,m,1948,Mehweb Dargwa,Dargwa,higher education,,,,,spatial,,consonant,,в,v 'in(to)',в таких хороших местах
837,2009-Khiv-2,arhit.хив.26,m,1920,Tabasaran,Lezgic,secondary specialized education,,,,,other,,consonant,,у,u 'at',У меня
242,2018-Tlibisho-1,karata.тлибишо.нд22,f,1937,Bagvalal,Avar-Andi,secondary specialized education,,,говорит,,other,,consonant,,на,na 'on(to)',на нашем
154,2013-Megeb-4,shangoda.мегеб.syn-139,m,1948,Mehweb Dargwa,Dargwa,higher education,,,,,other,,consonant,,у,u 'at',у нас
155,2013-Megeb-4,shangoda.мегеб.syn-139,m,1948,Mehweb Dargwa,Dargwa,higher education,,,судить,,other,,consonant,,по,po 'along/about/up to',по нашим отчетам
156,2013-Megeb-4,shangoda.мегеб.syn-139,m,1948,Mehweb Dargwa,Dargwa,higher education,,,,,other,,consonant,,по,po 'along/about/up to',по школьным отчетам
157,2013-Megeb-4,shangoda.мегеб.syn-139,m,1948,Mehweb Dargwa,Dargwa,higher education,,,,,temporal,temp_point,consonant,,в,v 'in(to)',в семидесятые годы
184,2013-Megeb-4,shangoda.мегеб.syn-139,m,1948,Mehweb Dargwa,Dargwa,higher education,,,,,spatial,,vowel,,в,v 'in(to)',в этих кутанах
839,2009-Khiv-2,arhit.хив.26,m,1920,Tabasaran,Lezgic,secondary specialized education,,отношения,соотношения,,other,,consonant,,с,s ‘with/from/off’,с населением
840,2009-Khiv-2,arhit.хив.26,m,1920,Tabasaran,Lezgic,secondary specialized education,,,приходили,,other,,consonant,,к,k 'to',к нему
1194,2010-Archib-3,archib.арчиб.syn-114,f,1946,Archi,Lezgic,higher education,в расшифровке предлог есть,,,,temporal,temp_point,consonant,да,в,v 'in(to)',пятьдесят каком-то году
162,2013-Megeb-4,shangoda.мегеб.syn-139,m,1948,Mehweb Dargwa,Dargwa,higher education,,,,,temporal,temp_point,consonant,,в,v 'in(to)',в предыдущие годы
50,2013-Megeb-2,shangoda.мегеб.syn-116,f,1936,Mehweb Dargwa,Dargwa,higher education,,,,,spatial,toponym,consonant,,в,v 'in(to)',в Гуниб
1195,2010-Archib-3,archib.арчиб.syn-114,f,1946,Archi,Lezgic,higher education,,,,,temporal,temp_point,consonant,да,в,v 'in(to)',Шестьдесят пятом
192,2013-Megeb-4,shangoda.мегеб.syn-139,m,1948,Mehweb Dargwa,Dargwa,higher education,,,,,spatial,,consonant,да,в,v 'in(to)',в хороших местах
1196,2010-Archib-3,archib.арчиб.syn-114,f,1946,Archi,Lezgic,higher education,,,,,temporal,temp_point,consonant,да,в,v 'in(to)',шестьдесят пятом году
1197,2010-Archib-3,archib.арчиб.syn-114,f,1946,Archi,Lezgic,higher education,,,,,temporal,temp_point,consonant,да,в,v 'in(to)',шестьдесят шестом году
206,2018-Tlibisho-1,karata.тлибишо.нд22,f,1937,Bagvalal,Avar-Andi,secondary specialized education,,,,,spatial/temporal,institution,consonant,,в,v 'in(to)',в школе
209,2018-Tlibisho-1,karata.тлибишо.нд22,f,1937,Bagvalal,Avar-Andi,secondary specialized education,,,,,spatial,,vowel,,в,v 'in(to)',в этом селении
841,2009-Khiv-2,arhit.хив.26,m,1920,Tabasaran,Lezgic,secondary specialized education,,,,,other,,consonant,,за,za 'behind; for',за советом
171,2013-Megeb-4,shangoda.мегеб.syn-139,m,1948,Mehweb Dargwa,Dargwa,higher education,,,,,other,,consonant,,у,u 'at',у них
211,2018-Tlibisho-1,karata.тлибишо.нд22,f,1937,Bagvalal,Avar-Andi,secondary specialized education,,,,,spatial,institution,vowel,,в,v 'in(to)',в этой школе
